CIDS,SE_NAME,SE_FREQ,SE_ONTOLOGY
CID000005029,retinal degeneration,2,06.09.03.002
CID000146570,skin disorder,3,23.03.03.007
CID016132441,shock,4,24.06.02.002
CID006918456,hyperlipidaemia,4,14.08.03.001
CID005324345,dysgeusia,4,07.14.03.001|17.02.07.003
CID000060853,dysphagia,4,07.01.06.003
CID000060825,wheezing,4,22.03.01.009
CID000003749,acute coronary syndrome,2,02.02.02.015|24.04.04.011
CID005284513,decreased appetite,4,08.01.09.028|14.03.01.005
CID000005253,dermatitis,4,23.03.04.002
CID000082146,rash,5,23.03.13.001
CID000657180,insomnia,4,17.15.03.002|19.02.01.002
CID000003386,haematemesis,2,07.12.02.002|24.07.02.011
CID000004054,agitation,4,17.02.05.012|19.06.02.001
CID000047811,dermatitis,4,23.03.04.002
CID000005719,myalgia,4,15.05.02.001
CID000005245,infection,5,11.01.08.002
CID000063009,nocturia,3,20.02.03.001
CID005362440,headache,4,17.14.01.001
CID000005732,salivary hypersecretion,2,07.06.01.009
CID005311051,telangiectasia,4,23.06.03.001|24.03.03.003
CID000002801,sinus tachycardia,4,02.03.03.010
CID000000444,akinesia,4,17.01.02.003
CID005352019,hypoglycaemia,3,05.06.03.001|14.06.03.001
CID044462760,hyperbilirubinaemia,4,01.06.04.003|09.01.01.003|14.11.01.010
CID000077990,melaena,3,07.12.02.004|24.07.02.013
CID000014888,pleural effusion,4,22.05.02.002
CID006442177,glossodynia,3,07.14.02.001
CID000644241,blood bilirubin increased,5,13.03.01.008
CID000005095,erectile dysfunction,4,19.08.04.001|21.03.01.007
CID016129690,mediastinal disorder,4,22.09.03.001
CID005486971,apathy,3,19.04.04.002
CID000005078,vision blurred,3,06.02.06.007|17.17.01.010
CID000003878,sleep disorder,3,19.02.04.001
CID000003331,hyponatraemia,3,14.05.04.002
CID000062819,dermatitis,4,23.03.04.002
CID000156418,chest pain,4,02.02.02.011|08.01.08.002|22.02.08.003
CID000064139,stevens-johnson syndrome,4,10.01.03.020|11.07.01.005|12.03.01.014|23.03.01.007
CID000166548,malnutrition,5,14.03.02.004
CID000005732,arthritis,3,15.01.01.001
CID000034312,agranulocytosis,1,01.02.03.001
CID000055245,somnolence,5,17.02.04.006|19.02.05.003
CID009865528,gastrointestinal pain,4,07.01.05.005
CID000004170,malaise,4,08.01.01.003
CID000001775,injection site reaction,4,08.02.03.014|12.07.03.015
CID000036294,headache,4,17.14.01.001
CID010324367,nasal congestion,4,22.04.04.001
CID000060934,lipodystrophy acquired,4,14.08.04.008|23.07.01.003
CID000005732,blood pressure increased,4,13.14.03.005
CID003001028,pulmonary embolism,3,22.06.02.001|24.01.06.001
CID000005665,abdominal discomfort,4,07.01.06.001
CID000004086,chills,3,08.01.09.001|15.05.03.016
CID000060825,headache,5,17.14.01.001
CID000004634,urethral disorder,4,20.07.01.002
CID000060853,atrioventricular block first degree,2,02.03.01.004
CID003001028,pelvic pain,2,07.01.06.012|20.02.03.007|21.10.01.001
CID005284570,headache,4,17.14.01.001
CID000119569,muscular weakness,4,15.05.06.001|17.05.03.005
CID006451164,fatigue,4,08.01.01.002
CID000003878,accommodation disorder,3,06.02.04.001
CID005493381,headache,4,17.14.01.001
CID000003032,asthenia,4,08.01.01.001
CID000644241,dehydration,3,14.05.05.001
CID000001775,ageusia,3,07.14.03.003|17.02.07.001
CID000005734,bradycardia,3,02.03.02.002
CID000071329,dizziness,4,02.01.02.004|17.02.05.003|24.06.02.007
CID016129688,proteinuria,4,20.02.01.011
CID000083030,thrombocytopenia,4,01.08.01.002
CID000002764,urticaria,3,10.01.06.001|23.04.02.001
CID000065139,headache,5,17.14.01.001
CID000123606,insomnia,2,17.15.03.002|19.02.01.002
CID006509979,tracheobronchitis,3,11.01.13.008|22.07.03.010
CID000003386,tongue oedema,2,07.14.02.007|10.01.05.008|23.04.01.009
CID000004440,cystitis,3,11.01.14.001|20.03.02.002
CID006509979,dyspnoea,3,02.01.03.002|22.02.01.004
CID000005073,dermatitis bullous,2,23.03.01.002
CID000071158,cholecystitis,2,09.03.01.001
CID000005073,hyperkinesia,4,17.01.02.008
CID000060953,supraventricular tachycardia,3,02.03.03.012
CID000123606,somnolence,4,17.02.04.006|19.02.05.003
CID045375808,decreased appetite,5,08.01.09.028|14.03.01.005
CID000213039,decreased appetite,4,08.01.09.028|14.03.01.005
CID009924495,somnolence,5,17.02.04.006|19.02.05.003
CID000003345,hypersensitivity,4,10.01.03.003
CID000445643,procedural pain,5,08.01.08.009|12.02.05.007
CID000005403,injection site pain,4,08.02.03.010|12.07.03.011
CID000062819,dehydration,4,14.05.05.001
CID000003559,headache,1,17.14.01.001
CID000216416,foetor hepaticus,2,07.01.06.026|09.01.05.006
CID003011155,amnesia,4,17.03.02.001|19.20.01.001
CID000166548,nervous system disorder,5,17.02.10.001
CID000056338,hyperkinesia,3,17.01.02.008
CID000125017,tinnitus,4,04.04.01.002|17.04.07.004
CID006918456,fatigue,4,08.01.01.002
CID000033741,sinusitis,3,11.01.13.005|22.07.03.007
CID024826799,amylase increased,4,13.05.01.009
CID000005596,headache,4,17.14.01.001
CID000175804,aspartate aminotransferase increased,4,13.03.01.006
CID000033613,toxic epidermal necrolysis,1,10.01.01.006|11.07.01.006|12.03.01.015|23.03.01.008
CID000153941,ascites,5,02.05.04.002|07.07.01.001|09.01.05.003
CID000003386,myoclonus,3,17.02.05.008
CID000657180,oedema peripheral,5,02.05.04.007|08.01.07.007|14.05.06.011
CID000060834,galactorrhoea,1,05.03.04.002|21.05.02.002
CID000005073,diarrhoea,4,07.02.01.001
CID003086257,gastrointestinal haemorrhage,3,07.12.02.001|24.07.02.009
CID005324345,rash,3,23.03.13.001
CID000002435,pharyngitis,3,07.05.07.004|11.01.13.003|22.07.03.004
CID005486971,decreased appetite,4,08.01.09.028|14.03.01.005
CID000060648,paraesthesia,4,17.02.06.005
CID000003348,upper respiratory tract infection,4,11.01.13.009|22.07.03.011
CID000441193,dyskinesia,5,17.01.02.006
CID026275995,hypersensitivity,4,10.01.03.003
CID025074470,musculoskeletal discomfort,4,15.03.04.001
CID000004634,pain,4,08.01.08.004
CID000036523,asthenia,4,08.01.01.001
CID000003637,splenomegaly,1,01.09.02.001
CID000060852,nasopharyngitis,4,11.01.13.002|22.07.03.002
CID000000444,dysphagia,4,07.01.06.003
CID000163296,myalgia,4,15.05.02.001
CID000004845,palpitations,4,02.01.02.003
CID000004054,anaemia,4,01.03.02.001
CID000003878,dysarthria,3,17.02.08.001|19.19.03.001
CID000002554,hallucination,2,19.10.02.002
CID000043815,erectile dysfunction,4,19.08.04.001|21.03.01.007
CID000003749,anorectal disorder,3,07.03.01.001
CID000158781,blood urea increased,2,13.13.01.006
CID000002801,bronchitis,3,11.01.09.001|22.07.01.001
CID000002284,accommodation disorder,4,06.02.04.001
CID000003152,abdominal pain,4,07.01.05.002
CID006918638,dyspnoea,5,02.01.03.002|22.02.01.004
CID000068740,chills,4,08.01.09.001|15.05.03.016
CID000065866,diarrhoea,4,07.02.01.001
CID000060751,burning sensation,4,08.01.09.029|17.02.06.001
CID000077990,haemorrhage intracranial,3,17.08.01.008|24.07.04.003
CID000002554,glossodynia,2,07.14.02.001
CID000043815,fibrocystic breast disease,2,16.14.01.003|21.05.01.002
CID005288169,dysphagia,4,07.01.06.003
CID006450551,asthenia,5,08.01.01.001
CID005284566,palpitations,2,02.01.02.003
CID000002818,dizziness,5,02.01.02.004|17.02.05.003|24.06.02.007
CID000068740,plasma cell myeloma,4,01.14.02.004|16.23.02.004
CID016129688,musculoskeletal discomfort,4,15.03.04.001
CID000004609,fatigue,5,08.01.01.002
CID006918313,libido decreased,4,19.08.03.001|21.03.02.005
CID000003878,hyperventilation,3,19.01.02.004|22.02.01.006
CID000060834,pollakiuria,4,20.02.02.007
CID000644241,blood glucose decreased,3,13.02.02.001
CID000004585,tachycardia,4,02.03.02.007
CID000060198,pain,4,08.01.08.004
CID000047725,bronchial hyperreactivity,4,22.03.01.016
CID000002099,pollakiuria,3,20.02.02.007
CID000003672,vomiting,5,07.01.07.003
CID042611257,alopecia,4,23.02.02.001
CID000002478,pruritus,5,23.03.12.001
CID000005533,dyspnoea,4,02.01.03.002|22.02.01.004
CID000002118,thirst,3,08.01.09.021|14.03.02.007
CID000004497,dermatitis,4,23.03.04.002
CID000003157,disturbance in sexual arousal,4,19.08.04.003
CID000060814,diarrhoea,4,07.02.01.001
CID000034312,rash,3,23.03.13.001
CID023690938,dyspepsia,4,07.01.02.001
CID000005095,libido decreased,4,19.08.03.001|21.03.02.005
CID000064147,angiopathy,4,24.03.02.007
CID000003386,fibrocystic breast disease,3,16.14.01.003|21.05.01.002
CID005481173,thrombophlebitis,4,24.01.02.001
CID000003108,bradycardia,3,02.03.02.002
CID000003902,flushing,5,08.01.03.025|23.06.05.003|24.03.01.002
CID000005656,neuropathy peripheral,3,17.09.03.003
CID000050224,arthralgia,4,15.01.02.001
CID000005994,vaginal discharge,4,21.08.02.002
CID000077990,vaginal haemorrhage,3,21.08.01.001|24.07.03.005
CID000002801,nervousness,5,19.06.02.003
CID011672602,dizziness,5,02.01.02.004|17.02.05.003|24.06.02.007
CID000002265,infection,5,11.01.08.002
CID000083898,abdominal pain,4,07.01.05.002
CID000005401,abdominal pain,4,07.01.05.002
CID000004440,panic reaction,2,19.06.04.003
CID000060853,urinary retention,3,20.02.02.011
CID000002153,supraventricular tachycardia,5,02.03.03.012
CID000003519,dizziness,4,02.01.02.004|17.02.05.003|24.06.02.007
CID000003746,sputum increased,4,22.02.03.007
CID000002771,supraventricular extrasystoles,2,02.03.03.011
CID000005994,cough,4,22.02.03.001
CID000037542,syncope,4,02.01.02.008|17.02.04.008|24.06.02.012
CID000002187,asthenia,5,08.01.01.001
CID000060953,lymphoedema,4,01.09.01.006|24.09.01.001
CID000003446,mood swings,4,19.04.03.001
CID000063009,thirst,3,08.01.09.021|14.03.02.007
CID000445643,bronchitis,4,11.01.09.001|22.07.01.001
CID000003121,oedema peripheral,4,02.05.04.007|08.01.07.007|14.05.06.011
CID005284627,neoplasm,4,16.16.02.001
CID000042890,headache,5,17.14.01.001
CID000037542,hepatitis,4,09.01.07.004
CID070788982,nasopharyngitis,5,11.01.13.002|22.07.03.002
CID000051038,nausea,4,07.01.07.001
CID000005768,tension,4,19.06.02.005
CID000077990,otitis externa,3,04.01.02.001|11.01.05.003
CID000129228,ataxia,4,08.01.02.004|17.02.02.001
CID045375808,arthralgia,5,15.01.02.001
CID016129688,dyspnoea,4,02.01.03.002|22.02.01.004
CID000077993,weight decreased,2,13.15.01.005
CID000175804,orthostatic hypotension,4,17.05.01.020|24.06.03.004
CID025126797,haematuria,5,20.02.01.006|24.07.01.047
CID000132971,nasopharyngitis,1,11.01.13.002|22.07.03.002
CID000151165,insomnia,4,17.15.03.002|19.02.01.002
CID000004440,gastric ulcer,2,07.04.03.002
CID000005078,polyuria,3,20.02.03.002
CID000077990,skin ulcer,4,23.07.03.003|24.04.03.007
CID000004946,peripheral coldness,4,08.01.09.010|24.04.03.006
CID000002789,insomnia,4,17.15.03.002|19.02.01.002
CID000969472,breath odour,3,07.01.06.002
CID000005665,myalgia,4,15.05.02.001
CID000003108,asthenia,3,08.01.01.001
CID000003339,libido decreased,3,19.08.03.001|21.03.02.005
CID000166548,hypertension,4,24.08.02.001
CID000216416,asthenia,3,08.01.01.001
CID000002801,hyperaesthesia,2,17.02.06.004
CID000001775,hostility,3,19.05.01.003
CID000077993,bone pain,3,15.02.01.001
CID000002153,haematemesis,4,07.12.02.002|24.07.02.011
CID000005719,gait disturbance,3,08.01.02.002|17.02.05.016
CID000005073,eye pain,2,06.08.03.002
CID000043815,hypoaesthesia,3,17.02.06.023
CID000071616,rash macular,4,23.03.13.003
CID000002801,polyuria,3,20.02.03.002
CID000163296,haemorrhage intracranial,3,17.08.01.008|24.07.04.003
CID000077993,rash,3,23.03.13.001
CID006918140,throat irritation,5,07.05.03.004|22.02.05.013
CID011234049,diarrhoea,4,07.02.01.001
CID000003702,pain,4,08.01.08.004
CID000060795,musculoskeletal stiffness,4,15.03.01.005
CID000444795,hypotension,5,24.06.03.002
CID000216239,eczema,3,23.03.04.006
CID005311101,pharyngitis,4,07.05.07.004|11.01.13.003|22.07.03.004
CID000003345,abnormal dreams,3,17.15.02.001|19.02.03.001
CID006442177,musculoskeletal discomfort,4,15.03.04.001
CID000003152,deep vein thrombosis,3,24.01.02.003
CID000004673,haemoglobin,4,13.01.05.018
CID025151504,haematuria,3,20.02.01.006|24.07.01.047
CID000216416,hyperhidrosis,4,08.01.03.028|23.02.03.004
CID000002118,gastrointestinal pain,4,07.01.05.005
CID000001775,tongue oedema,3,07.14.02.007|10.01.05.008|23.04.01.009
CID000060774,gastrointestinal pain,4,07.01.05.005
CID009930048,eye irritation,3,06.04.05.003
CID005486971,arthritis,3,15.01.01.001
CID000060877,neutropenia,4,01.02.03.004
CID000439693,candida infection,4,11.03.03.021
CID000006058,skin odour abnormal,4,23.03.03.012
CID000004585,dysphagia,3,07.01.06.003
CID000644241,dyspnoea,4,02.01.03.002|22.02.01.004
CID000104741,back pain,5,15.03.04.005
CID000005358,paralysis,2,17.01.04.004
CID000026757,migraine,3,17.14.02.001|24.03.05.003
CID000003738,dizziness,4,02.01.02.004|17.02.05.003|24.06.02.007
CID000065999,constipation,4,07.02.02.001
CID000003152,hypoglycaemia,3,05.06.03.001|14.06.03.001
CID000003661,body temperature increased,2,13.15.01.001
CID000158781,influenza like illness,4,08.01.03.010
CID005362420,visual acuity reduced,4,06.02.03.001|17.17.01.011
CID000005656,biliary colic,2,09.02.01.001
CID000092253,abdominal distension,4,07.01.04.001
CID000005656,decreased appetite,5,08.01.09.028|14.03.01.005
CID000026757,bronchitis,4,11.01.09.001|22.07.01.001
CID000002801,orthostatic hypotension,4,17.05.01.020|24.06.03.004
CID000002156,diarrhoea,4,07.02.01.001
CID000077998,rash,1,23.03.13.001
CID000077990,amnesia,3,17.03.02.001|19.20.01.001
CID000077990,sleep disorder,3,19.02.04.001
CID000358641,photosensitivity reaction,1,23.03.09.003
CID000002156,thrombocytopenia,4,01.08.01.002
CID000064139,ataxia,3,08.01.02.004|17.02.02.001
CID000057469,infection,4,11.01.08.002
CID000132971,multiple fractures,3,12.04.02.009|15.08.02.005
CID002826718,decreased appetite,4,08.01.09.028|14.03.01.005
CID000004595,headache,5,17.14.01.001
CID000051038,asthenia,4,08.01.01.001
CID006918558,dysuria,4,20.02.02.002
CID000065840,gastrointestinal pain,4,07.01.05.005
CID000119182,musculoskeletal discomfort,4,15.03.04.001
CID002724385,headache,4,17.14.01.001
CID000004585,procedural pain,4,08.01.08.009|12.02.05.007
CID000119569,delusion,4,19.10.01.001
CID016129672,diarrhoea,4,07.02.01.001
CID000060834,hypoglycaemia,4,05.06.03.001|14.06.03.001
CID000005070,arthralgia,4,15.01.02.001
CID005284513,pruritus,5,23.03.12.001
CID000071158,dry skin,3,23.03.03.001
CID000060752,dizziness,3,02.01.02.004|17.02.05.003|24.06.02.007
CID000060857,conjunctivitis,2,06.04.01.002|11.01.06.012
CID000054454,gastritis,4,07.08.02.001
CID000003746,arthritis,3,15.01.01.001
CID000644241,nausea,5,07.01.07.001
CID000071158,urine output increased,2,13.13.03.002
CID000077990,hypothyroidism,3,05.02.03.001|14.11.01.012
CID005312125,diarrhoea,4,07.02.01.001
CID000044563,pruritus,4,23.03.12.001
CID000101526,dysgeusia,4,07.14.03.001|17.02.07.003
CID000216235,asthenia,4,08.01.01.001
CID000005073,cholecystitis,2,09.03.01.001
CID000005719,urinary incontinence,3,17.05.01.008|20.02.02.010
CID000005394,discomfort,4,08.01.08.003
CID000044257,rhinorrhoea,5,22.02.05.010
CID000104741,dyspnoea,4,02.01.03.002|22.02.01.004
CID000387447,asthenia,5,08.01.01.001
CID000002801,nightmare,4,19.02.03.003
CID005277135,mental disorder,3,19.07.01.002
CID000216416,dry eye,3,06.08.02.001
CID000077990,muscle contractions involuntary,3,15.05.03.008|17.05.03.001
CID016129690,pain in extremity,4,15.03.04.010
CID003081361,acne,5,23.02.01.001
CID002826718,paraesthesia,4,17.02.06.005
CID006604100,dizziness,4,02.01.02.004|17.02.05.003|24.06.02.007
CID000002554,anaemia megaloblastic,1,01.03.02.003|14.12.01.003
CID005282226,dermatitis contact,3,10.01.01.003|12.03.01.040|23.03.04.004
CID000002801,mydriasis,4,06.05.03.004|17.02.11.003
CID000005035,deep vein thrombosis,3,24.01.02.003
CID000443872,albuminuria,4,20.02.01.001
CID053320414,back pain,4,15.03.04.005
CID000047811,seborrhoeic dermatitis,3,23.03.04.018
CID071306834,depression,5,19.15.01.001
CID000163296,fatigue,4,08.01.01.002
CID006918554,hyperglycaemia,4,05.06.02.002|14.06.02.002
CID000005358,confusional state,3,17.02.03.005|19.13.01.001
CID070788982,constipation,4,07.02.02.001
CID000003878,hyperhidrosis,4,08.01.03.028|23.02.03.004
CID005742832,pain,5,08.01.08.004
CID000002369,nervousness,4,19.06.02.003
CID000166548,bacteraemia,5,11.01.11.001
CID000004075,colitis ulcerative,4,07.08.01.005|10.02.01.004
CID044564107,oedema peripheral,4,02.05.04.007|08.01.07.007|14.05.06.011
CID000657237,alveolitis allergic,4,10.01.03.008|22.01.01.002
CID000036294,blood glucose increased,4,13.02.02.002
CID000083030,discomfort,4,08.01.08.003
CID005352019,vision blurred,4,06.02.06.007|17.17.01.010
CID042611257,rash maculo-papular,4,23.03.13.004
CID000077993,urine output increased,3,13.13.03.002
CID000004932,dizziness,4,02.01.02.004|17.02.05.003|24.06.02.007
CID000071158,tachycardia,3,02.03.02.007
CID005486971,hypotonia,3,15.05.04.008|17.05.02.002
CID000077990,hyperlipidaemia,3,14.08.03.001
CID000005909,amblyopia,4,06.02.01.001
CID000060877,pruritus,4,23.03.12.001
CID000077990,cholelithiasis,3,09.03.01.002
CID005280965,tachycardia,5,02.03.02.007
CID000033741,coordination abnormal,2,17.02.02.004
CID000005719,bundle branch block,3,02.03.01.009
CID000064139,hallucination,3,19.10.02.002
CID005284537,optic atrophy,4,06.09.02.001
CID000005095,hypochloraemia,2,14.05.08.003
CID042611257,erythema multiforme,4,10.01.03.015|23.03.01.003
CID010324367,dizziness,5,02.01.02.004|17.02.05.003|24.06.02.007
CID005486971,loss of consciousness,3,17.02.04.004
CID005486971,acidosis,2,14.01.03.002
CID000216237,alanine aminotransferase increased,4,13.03.01.003
CID000002478,depression,5,19.15.01.001
CID000060857,stomatitis,2,07.05.06.005
CID000002478,inflammation,5,08.01.05.007
CID010324367,anger,3,19.04.02.001
CID000005656,melaena,3,07.12.02.004|24.07.02.013
CID003001028,dementia,3,17.03.01.001|19.20.02.001
CID000004158,toothache,4,07.09.06.001
CID000003324,leukopenia,4,01.02.02.001
CID000043815,haemorrhoids,3,07.15.03.001|24.10.02.002
CID000003365,chills,3,08.01.09.001|15.05.03.016
CID005281107,nausea,5,07.01.07.001
CID000146570,nasal congestion,4,22.04.04.001
CID000060699,haemoglobin,4,13.01.05.018
CID053320414,musculoskeletal discomfort,4,15.03.04.001
CID005284627,tinnitus,4,04.04.01.002|17.04.07.004
CID000002803,crying,4,08.01.03.005|12.02.11.001|17.02.05.013|19.04.02.002
CID000005426,muscular weakness,4,15.05.06.001|17.05.03.005
CID009871419,atrial fibrillation,4,02.03.03.002
CID000005095,neurosis,4,19.06.01.001
CID005281071,laryngeal pain,4,22.02.05.036
CID000065016,rash,5,23.03.13.001
CID000005095,varicose vein,4,24.10.04.001
CID005486971,hepatitis,2,09.01.07.004
CID000010631,depression,4,19.15.01.001
CID000033741,bipolar disorder,3,19.16.01.003
CID000003009,dry skin,4,23.03.03.001
CID000003345,arthralgia,4,15.01.02.001
CID000060853,gastritis,3,07.08.02.001
CID006450551,hypothyroidism,4,05.02.03.001|14.11.01.012
CID000077990,arrhythmia,2,02.03.02.001
CID000071158,pruritus,4,23.03.12.001
CID000005719,gastroenteritis,3,07.19.03.001|11.01.07.004
CID000060837,dyspepsia,5,07.01.02.001
CID000644241,angiopathy,4,24.03.02.007
CID000065866,angina pectoris,2,02.02.02.002|24.04.04.002
CID025074470,pain,4,08.01.08.004
CID000636380,haemoglobin,4,13.01.05.018
CID000005358,thirst,3,08.01.09.021|14.03.02.007
CID000146570,somnolence,4,17.02.04.006|19.02.05.003
CID005282226,blepharitis,3,06.04.04.001|23.03.04.012
CID000004609,febrile neutropenia,4,01.02.03.002|08.05.02.004
CID000005078,diarrhoea,4,07.02.01.001
CID000077998,angioedema,1,10.01.05.009|23.04.01.001
CID000003339,arthralgia,4,15.01.02.001
CID000077993,breath odour,2,07.01.06.002
CID000216416,venous thrombosis,2,24.01.01.008
CID000004829,asthenia,4,08.01.01.001
CID000004409,photosensitivity reaction,3,23.03.09.003
CID005284627,eye disorder,4,06.08.03.001
CID000657180,injection site pain,5,08.02.03.010|12.07.03.011
